chr	start	end	name	strand	source	rank_peco	pve_peco
hs11	66360292	66373490	CCS	+	H. sapiens	5631	0.000210159643310392
hs21	43916118	44001550	SLC37A1	+	H. sapiens	5632	0.000210040521070987
hsX	68380694	68385636	PJA1	-	H. sapiens	5633	0.000209857591900287
hs15	93160673	93353114	FAM174B	-	H. sapiens	5634	0.000209808553695789
hs17	26900133	26904282	ALDOC	-	H. sapiens	5635	0.000209781657233732
hs6	79910962	79944406	HMGN3	-	H. sapiens	5636	0.000209671337669248
hs17	79202077	79212891	ENTHD2	-	H. sapiens	5637	0.000209618632608488
hs12	66217911	66360075	HMGA2	+	H. sapiens	5638	0.00020960950221427
hs20	3869486	3907605	PANK2	+	H. sapiens	5639	0.000209562555629983
hs1	222791428	222841354	MIA3	+	H. sapiens	5640	0.000209407724915622
hs1	156611182	156629324	BCAN	+	H. sapiens	5641	0.000209299855099654
hs7	120988905	121036418	FAM3C	-	H. sapiens	5642	0.000209288825249954
hs18	56995055	57027194	LMAN1	-	H. sapiens	5643	0.00020923659177563
hs1	226073982	226099082	LEFTY1	-	H. sapiens	5644	0.00020920069939645
hs14	53241912	53258386	GNPNAT1	-	H. sapiens	5645	0.000209102236958247
hs12	10977559	11324212	PRR4	-	H. sapiens	5646	0.000209062605701194
hs1	6281253	6296032	ICMT	-	H. sapiens	5647	0.000209054883523296
hs4	16503164	16900432	LDB2	-	H. sapiens	5648	0.000209039950855305
hs8	144099399	144105249	LY6E	+	H. sapiens	5649	0.000208945294662088
hs6	99817276	99842080	COQ3	-	H. sapiens	5650	0.000208905526821734
hs12	22199108	22218608	CMAS	+	H. sapiens	5651	0.000208843117273871
hs5	133737778	133747589	CDKN2AIPNL	-	H. sapiens	5652	0.000208750715027683
hs1	84330711	84464833	TTLL7	-	H. sapiens	5653	0.000208694076441418
hs22	24981588	24989175	FAM211B	-	H. sapiens	5654	0.000208687467872282
hs20	7957995	8000476	TMX4	-	H. sapiens	5655	0.000208678006640595
hs18	47808713	47814674	CXXC1	-	H. sapiens	5656	0.000208668684495317
hs11	2397407	2418649	CD81	+	H. sapiens	5657	0.000208660875268496
hs19	34850385	34893061	GPI	+	H. sapiens	5658	0.000208601141433951
hs13	52158644	52336171	WDFY2	+	H. sapiens	5659	0.000208302976616115
hs15	75890424	75918810	SNUPN	-	H. sapiens	5660	0.00020826781888017
hs22	20228938	20270769	RTN4R	-	H. sapiens	5661	0.000208253142626846
hs21	37757676	37791313	CHAF1B	+	H. sapiens	5662	0.00020820211065653
hs6	109307640	109416022	SESN1	-	H. sapiens	5663	0.000207939933122181
hs3	49454211	49460186	AMT	-	H. sapiens	5664	0.00020793272764541
hs12	120875893	120878545	COX6A1	+	H. sapiens	5665	0.000207827044070186
hs12	104382762	104457961	GLT8D2	-	H. sapiens	5666	0.000207793345528229
hs8	125486979	125500155	RNF139	+	H. sapiens	5667	0.000207769917790368
hs8	38585704	38710546	TACC1	+	H. sapiens	5668	0.000207711461872373
hs2	74011316	74044274	C2orf78	+	H. sapiens	5669	0.000207497920076904
hs11	167784	207428	BET1L	-	H. sapiens	5670	0.000207433860079043
hs11	11984653	12031316	DKK3	-	H. sapiens	5671	0.000207408978589063
hs19	57946697	57956853	ZNF749	+	H. sapiens	5672	0.000207065375495752
hs20	18488137	18542059	SEC23B	+	H. sapiens	5673	0.000206962627082419
hs4	57843888	57897334	POLR2B	+	H. sapiens	5674	0.000206956360124133
hs5	141303373	141321612	KIAA0141	+	H. sapiens	5675	0.000206872218494025
hs17	4046462	4090605	CYB5D2	+	H. sapiens	5676	0.000206715099026478
hs1	204797779	204991950	NFASC	+	H. sapiens	5677	0.000206697012455348
hs4	145888264	146019693	ANAPC10	-	H. sapiens	5678	0.000206580926978894
hs19	8478154	8503901	MARCH2	+	H. sapiens	5679	0.00020651302701058
hsX	100877787	100882833	ARMCX3	+	H. sapiens	5680	0.000206467008993405
hs1	200374068	200379184	ZNF281	-	H. sapiens	5681	0.00020644854316143
hs1	161009041	161015767	USF1	-	H. sapiens	5682	0.000206366178931994
hs1	19401000	19536770	UBR4	-	H. sapiens	5683	0.0002059709749056
hs1	161136200	161147803	PPOX	+	H. sapiens	5684	0.000205933762905341
hs16	89154783	89222254	ACSF3	+	H. sapiens	5685	0.000205610289899183
hs1	181057638	181059977	IER5	+	H. sapiens	5686	0.000205340887765137
hs10	97071528	97321171	SORBS1	-	H. sapiens	5687	0.000205204633992206
hs17	19674142	19771249	ULK2	-	H. sapiens	5688	0.000205114624727276
hs9	108006903	108201452	SLC44A1	+	H. sapiens	5689	0.000204931574108502
hs14	52897308	53019240	TXNDC16	-	H. sapiens	5690	0.000204831411075301
hs7	140705854	140715028	MRPS33	-	H. sapiens	5691	0.000204821396861732
hs1	178062864	178448644	RASAL2	+	H. sapiens	5692	0.000204736737108635
hs5	64885507	64921802	TRIM23	-	H. sapiens	5693	0.000204666600517878
hs16	2325882	2390747	ABCA3	-	H. sapiens	5694	0.000204664263607435
hs13	39612443	39624246	NHLRC3	+	H. sapiens	5695	0.000204612618609823
hs15	83509838	83654661	HOMER2	-	H. sapiens	5696	0.000204608558566077
hs4	76439156	76475683	THAP6	+	H. sapiens	5697	0.000204594814624315
hs20	30252255	30311792	BCL2L1	-	H. sapiens	5698	0.000204519056281272
hs19	56116771	56128635	ZNF865	+	H. sapiens	5699	0.000204513512582549
hs16	56764017	56878797	NUP93	+	H. sapiens	5700	0.000204493971313058
hs16	108058	126354	RHBDF1	-	H. sapiens	5701	0.000204481352007346
hs19	18043825	18054800	CCDC124	+	H. sapiens	5702	0.000204454749456406
hs19	3359561	3469215	NFIC	+	H. sapiens	5703	0.000204454416294131
hs12	57482677	57489259	NAB2	+	H. sapiens	5704	0.000204342942056068
hs1	33240840	33283754	YARS	-	H. sapiens	5705	0.000204339553636523
hs10	7830092	7849778	ATP5C1	+	H. sapiens	5706	0.00020423718450524
hs3	5229331	5261642	EDEM1	+	H. sapiens	5707	0.000204157036150954
hs10	320130	735683	DIP2C	-	H. sapiens	5708	0.000204120922316586
hs17	40610862	40674629	ATP6V0A1	+	H. sapiens	5709	0.000204092082011331
hs2	37869032	37965611	CDC42EP3	-	H. sapiens	5710	0.000204029712119969
hs2	164449906	164592522	FIGN	-	H. sapiens	5711	0.000203921045470401
hs1	219347186	219386207	LYPLAL1	+	H. sapiens	5712	0.000203894473746913
hs4	99182535	99365012	RAP1GDS1	+	H. sapiens	5713	0.000203884402021237
hs14	100704635	100749129	YY1	+	H. sapiens	5714	0.000203818130971256
hs15	75648133	75660971	MAN2C1	-	H. sapiens	5715	0.000203778033154633
hs6	30876019	30894236	VARS2	+	H. sapiens	5716	0.000203679050646777
hs11	19138646	19197969	ZDHHC13	+	H. sapiens	5717	0.000203560888942356
hs9	135545422	135570342	GTF3C4	+	H. sapiens	5718	0.000203528529533314
hs17	17584787	17714767	RAI1	+	H. sapiens	5719	0.000203520180138583
hs17	7341592	7348256	FGF11	+	H. sapiens	5720	0.000203377782609815
hs10	44101855	44113351	ZNF485	+	H. sapiens	5721	0.000203265002767794
hs20	35405845	35492089	SOGA1	-	H. sapiens	5722	0.000203066781176986
hs19	19322782	19363042	NCAN	+	H. sapiens	5723	0.000203053978772183
hs16	67968405	67970990	PSMB10	-	H. sapiens	5724	0.000203039968661556
hs20	43160426	43252888	PKIG	+	H. sapiens	5725	0.000203011600197867
hs20	60528525	60640866	TAF4	-	H. sapiens	5726	0.000202991428018828
hs15	85291866	85349659	ZNF592	+	H. sapiens	5727	0.000202819930829268
hs17	40724333	40729849	PSMC3IP	-	H. sapiens	5728	0.000202729830249271
hs19	2236520	2248678	SF3A2	+	H. sapiens	5729	0.000202648432399366
hs8	27454434	27472548	CLU	-	H. sapiens	5730	0.000202620800989206
hs19	47990894	48018497	NAPA	-	H. sapiens	5731	0.000202483410409182
hs19	2933216	2944969	ZNF77	-	H. sapiens	5732	0.000202465195356383
hs1	160259063	160313190	COPA	-	H. sapiens	5733	0.00020232036581691
hs17	4699439	4701790	PSMB6	+	H. sapiens	5734	0.000202312013618644
hs19	58411664	58427978	ZNF417	-	H. sapiens	5735	0.000202308592937794
hs6	3153903	3157760	TUBB2A	-	H. sapiens	5736	0.000202275545859942
hs6	11183531	11382581	NEDD9	-	H. sapiens	5737	0.000202226088259372
hs16	87982850	88110924	BANP	+	H. sapiens	5738	0.000202110717830606
hs3	13357737	13461809	NUP210	-	H. sapiens	5739	0.000202108083591668
hs6	42018251	42055199	TAF8	+	H. sapiens	5740	0.000202084057057794
hs1	48761044	48937845	SPATA6	-	H. sapiens	5741	0.000202050569448886
hs17	7138347	7143041	PHF23	-	H. sapiens	5742	0.000202029902453216
hs15	90118713	90174287	TICRR	+	H. sapiens	5743	0.000202001967034349
hs10	102267203	102289757	NDUFB8	-	H. sapiens	5744	0.000201947042306694
hs4	170015407	170192256	SH3RF1	-	H. sapiens	5745	0.000201874176436023
hs11	22835345	22851845	SVIP	-	H. sapiens	5746	0.000201864957656395
hs10	32556679	32667726	EPC1	-	H. sapiens	5747	0.000201842527806972
hs1	26496362	26498551	ZNF593	+	H. sapiens	5748	0.000201823381782651
hs5	140018325	140027370	NDUFA2	-	H. sapiens	5749	0.0002017324488095
hsX	55207824	55208944	MTRNR2L10	-	H. sapiens	5750	0.000201690511209884
hs2	29072687	29093167	TRMT61B	-	H. sapiens	5751	0.000201623087955127
hs14	36767770	36789882	MBIP	-	H. sapiens	5752	0.000201596918732339
hs5	149379884	149432386	HMGXB3	+	H. sapiens	5753	0.000201533828414147
hs17	48939584	48945339	TOB1	-	H. sapiens	5754	0.000201519732196731
hs20	60711791	60718496	PSMA7	-	H. sapiens	5755	0.000201501869180332
hs13	35516424	36247159	NBEA	+	H. sapiens	5756	0.00020145471572619
hs15	72114632	72410918	MYO9A	-	H. sapiens	5757	0.00020098150079495
hs2	162164549	162268228	PSMD14	+	H. sapiens	5758	0.000200979768781417
hs6	28249314	28270326	PGBD1	+	H. sapiens	5759	0.000200773402520116
hs5	6714718	6757161	PAPD7	+	H. sapiens	5760	0.00020074888407684
hs6	130334844	130462594	L3MBTL3	+	H. sapiens	5761	0.000200629949210329
hs11	65421067	65430565	RELA	-	H. sapiens	5762	0.000200625227249174
hs22	19863040	19929341	TXNRD2	-	H. sapiens	5763	0.000200609075862501
hs15	77712754	77777949	HMG20A	+	H. sapiens	5764	0.000200555574297323
hs9	137533620	137736686	COL5A1	+	H. sapiens	5765	0.000200475073784956
hs9	35161999	35405335	UNC13B	+	H. sapiens	5766	0.000200435967081303
hs6	132767006	132834337	STX7	-	H. sapiens	5767	0.000200301930460611
hs2	130908981	130940323	SMPD4	-	H. sapiens	5768	0.00020025396676937
hs6	110012499	110146631	FIG4	+	H. sapiens	5769	0.000200045878831268
hs11	118443105	118473748	ARCN1	+	H. sapiens	5770	0.000200045306880559
hs14	50359810	50361490	ARF6	+	H. sapiens	5771	0.000200040837293969
hs17	1732996	1803376	RPA1	+	H. sapiens	5772	0.00019999273645821
hs7	26229547	26241149	HNRNPA2B1	-	H. sapiens	5773	0.000199942057103164
hs10	134210672	134231367	PWWP2B	+	H. sapiens	5774	0.00019992779135436
hs17	61850963	61896677	DDX42	+	H. sapiens	5775	0.000199900403050957
hs7	150778167	150780633	TMUB1	-	H. sapiens	5776	0.000199894011075563
hs16	51169886	51185278	SALL1	-	H. sapiens	5777	0.000199879587548746
hs17	5322961	5336196	RPAIN	+	H. sapiens	5778	0.000199803644483798
hs19	12428291	12444534	ZNF563	-	H. sapiens	5779	0.000199791973333974
hs10	91190051	91316398	SLC16A12	-	H. sapiens	5780	0.00019974566498504
hs13	31774073	31906413	B3GALTL	+	H. sapiens	5781	0.000199652318540466
hs14	61438169	61448076	TRMT5	-	H. sapiens	5782	0.000199649374951871
hs1	149856010	149858232	HIST2H2BE	-	H. sapiens	5783	0.000199638420779302
hs9	131445703	131458679	SET	+	H. sapiens	5784	0.000199636171115847
hs2	148687968	148779147	ORC4	-	H. sapiens	5785	0.00019948921329016
hs11	75526212	75854239	UVRAG	+	H. sapiens	5786	0.00019935363999124
hs3	118930579	118959950	B4GALT4	-	H. sapiens	5787	0.000199333562079462
hs20	62375019	62462597	ZBTB46	-	H. sapiens	5788	0.000199301580679268
hs14	104163946	104181841	XRCC3	-	H. sapiens	5789	0.000199279113165751
hs4	40751914	40812002	NSUN7	+	H. sapiens	5790	0.000199277847139467
hs9	37438111	37465396	ZBTB5	-	H. sapiens	5791	0.000199219085997737
hs16	3701640	3767598	TRAP1	-	H. sapiens	5792	0.000199144247062244
hs17	41166622	41177140	VAT1	-	H. sapiens	5793	0.000199140564262845
hs22	39101728	39134304	GTPBP1	+	H. sapiens	5794	0.000199109870168024
hs19	36705504	36729676	ZNF146	+	H. sapiens	5795	0.000199076848880986
hs5	159488808	159546430	PWWP2A	-	H. sapiens	5796	0.000199043907096241
hs8	1772142	1906807	ARHGEF10	+	H. sapiens	5797	0.000198764484490188
hs1	113615831	113674882	LRIG2	+	H. sapiens	5798	0.000198696715248192
hs2	38893052	38968379	GALM	+	H. sapiens	5799	0.000198660949444873
hs20	62681189	62703700	TCEA2	+	H. sapiens	5800	0.000198602179965035
hs10	89419370	89507462	PAPSS2	+	H. sapiens	5801	0.000198599856624737
hs2	220363589	220371710	GMPPA	+	H. sapiens	5802	0.000198578414333683
hs10	133781578	133795435	BNIP3	-	H. sapiens	5803	0.000198575017699043
hs3	50263724	50296787	GNAI2	+	H. sapiens	5804	0.00019849308274178
hs17	79648204	79650954	ARL16	-	H. sapiens	5805	0.000198472982001596
hs2	153508107	153574511	PRPF40A	-	H. sapiens	5806	0.00019842504555645
hs5	156822542	157002783	ADAM19	-	H. sapiens	5807	0.00019842154020322
hs1	153700543	153746555	INTS3	+	H. sapiens	5808	0.000198413039759981
hs19	5680615	5688533	HSD11B1L	+	H. sapiens	5809	0.00019836432875342
hs14	105886159	105937066	MTA1	+	H. sapiens	5810	0.000198172632861149
hs8	104426942	104455681	DCAF13	+	H. sapiens	5811	0.000197996961923463
hs6	42979832	42981706	MEA1	-	H. sapiens	5812	0.000197996915283105
hs14	69658228	69709075	EXD2	+	H. sapiens	5813	0.000197956818833167
hs12	2966847	2986206	FOXM1	-	H. sapiens	5814	0.000197919109865441
hs22	30773835	30817760	RNF215	-	H. sapiens	5815	0.000197893046528841
hs1	150039369	150117505	VPS45	+	H. sapiens	5816	0.000197718013771553
hs14	103398716	103523799	CDC42BPB	-	H. sapiens	5817	0.000197598276149735
hsX	118672112	118699397	CXorf56	-	H. sapiens	5818	0.000197508137806945
hs17	8316449	8393729	NDEL1	+	H. sapiens	5819	0.000197466763502629
hs19	42891171	42894439	CNFN	-	H. sapiens	5820	0.000197439643723318
hs19	7660788	7683190	CAMSAP3	+	H. sapiens	5821	0.000197414538814389
hs16	3631182	3661599	SLX4	-	H. sapiens	5822	0.000197300998835193
hs1	178694300	178889238	RALGPS2	+	H. sapiens	5823	0.000197144059138954
hs5	172261278	172379688	ERGIC1	+	H. sapiens	5824	0.000197126327903252
hs11	34073230	34122703	CAPRIN1	+	H. sapiens	5825	0.000197097089507992
hs18	57098172	57364612	CCBE1	-	H. sapiens	5826	0.000196975471837835
hs19	37341263	37403931	ZNF345	+	H. sapiens	5827	0.000196971304543658
hs3	122458846	122512671	HSPBAP1	-	H. sapiens	5828	0.000196879875432598
hs7	1272543	1276954	UNCX	+	H. sapiens	5829	0.000196871781563801
hs16	4475806	4506776	DNAJA3	+	H. sapiens	5830	0.000196736698571454
hs9	138387027	138393580	C9orf116	-	H. sapiens	5831	0.000196729693686004
hs8	145149930	145152428	CYC1	+	H. sapiens	5832	0.000196623410305352
hs2	131113580	131132982	PTPN18	+	H. sapiens	5833	0.000196598208955234
hs16	71879894	71919171	ATXN1L	+	H. sapiens	5834	0.000196552776888015
hs20	49411431	49493714	BCAS4	+	H. sapiens	5835	0.000196487017921188
hs4	87856154	88062206	AFF1	+	H. sapiens	5836	0.000196423680968727
hs22	38974125	39052634	FAM227A	-	H. sapiens	5837	0.000196311896412449
hs13	60970591	61148012	TDRD3	+	H. sapiens	5838	0.000196295692857618
hs11	113668596	113746292	USP28	-	H. sapiens	5839	0.000196223728239464
hs2	168675182	168730551	B3GALT1	+	H. sapiens	5840	0.000196220382836176
hs17	15932471	16121499	NCOR1	-	H. sapiens	5841	0.000196152213606138
hs9	96214004	96328397	FAM120A	+	H. sapiens	5842	0.000196032006024804
hs10	7601232	7708961	ITIH5	-	H. sapiens	5843	0.000195927947776564
hs15	45021186	45060027	TRIM69	+	H. sapiens	5844	0.000195890519567921
hs1	17312453	17338423	ATP13A2	-	H. sapiens	5845	0.0001958694014631
hs14	74034324	74042357	ACOT2	+	H. sapiens	5846	0.000195788735323776
hs5	176513887	176525145	FGFR4	+	H. sapiens	5847	0.000195758998976392
hs11	95566046	95658479	MTMR2	-	H. sapiens	5848	0.000195641861150508
hs19	11495017	11530018	RGL3	-	H. sapiens	5849	0.000195621804815693
hs8	91634223	91803860	TMEM64	-	H. sapiens	5850	0.000195617383694113
hs12	51454990	51477447	CSRNP2	-	H. sapiens	5851	0.000195590946545421
hs11	72287185	72385635	PDE2A	-	H. sapiens	5852	0.000195513397066138
hs11	66112843	66115163	B3GNT1	-	H. sapiens	5853	0.000195380434720005
hs2	219502639	219524378	ZNF142	-	H. sapiens	5854	0.000195330998060128
hs11	65764016	65769647	EIF1AD	-	H. sapiens	5855	0.000195166074367648
hs10	27793197	27831143	RAB18	+	H. sapiens	5856	0.000195120672498161
hs11	72396114	72504644	ARAP1	-	H. sapiens	5857	0.000195045475641087
hs17	48133332	48167845	ITGA3	+	H. sapiens	5858	0.000194947675368873
hs22	38914954	38966291	DMC1	-	H. sapiens	5859	0.000194871740417546
hs17	685513	695749	RNMTL1	+	H. sapiens	5860	0.000194847563750544
hs17	18684308	18710027	TVP23B	+	H. sapiens	5861	0.000194835749287248
hs11	94439597	94609918	AMOTL1	+	H. sapiens	5862	0.000194808648710243
hs12	109525996	109531436	ALKBH2	-	H. sapiens	5863	0.000194794989260116
hs5	89825161	90460038	GPR98	+	H. sapiens	5864	0.000194698625480605
hs16	14014014	14046202	ERCC4	+	H. sapiens	5865	0.000194671358427434
hsX	63404997	63425624	AMER1	-	H. sapiens	5866	0.000194354451884982
hs12	4758261	4798454	NDUFA9	+	H. sapiens	5867	0.000194337738285588
hs3	88101094	88199035	CGGBP1	-	H. sapiens	5868	0.000194292430680809
hs2	166326157	166545917	CSRNP3	+	H. sapiens	5869	0.000194208239457927
hs17	7210318	7215774	EIF5A	+	H. sapiens	5870	0.000194158577871528
hs21	43159529	43187266	RIPK4	-	H. sapiens	5871	0.00019408812868138
hs22	18900294	18924066	PRODH	-	H. sapiens	5872	0.000194069050552637
hs2	203499901	203634480	FAM117B	+	H. sapiens	5873	0.000194036385753438
hs14	89591215	90085493	FOXN3	-	H. sapiens	5874	0.000193940536629245
hs8	59323823	59364060	UBXN2B	+	H. sapiens	5875	0.000193730291967231
hs19	53097313	53193749	ZNF83	-	H. sapiens	5876	0.000193584391427692
hs1	6845384	7829766	CAMTA1	+	H. sapiens	5877	0.000193575687467029
hs8	57870492	57906403	IMPAD1	-	H. sapiens	5878	0.000193483439642761
hs5	43602794	43707507	NNT	+	H. sapiens	5879	0.000193379688361972
hs14	95999840	96011061	GLRX5	+	H. sapiens	5880	0.00019333662386789
hs4	1341054	1381837	UVSSA	+	H. sapiens	5881	0.000193277582125395
hs12	31433518	31479992	FAM60A	-	H. sapiens	5882	0.000193150128591002
hs12	27676364	27848497	PPFIBP1	+	H. sapiens	5883	0.000193065905581991
hs19	23921997	23941693	ZNF681	-	H. sapiens	5884	0.000193057709657829
hs11	108342832	108369159	KDELC2	-	H. sapiens	5885	0.000192986648328342
hs8	38758753	38831428	PLEKHA2	+	H. sapiens	5886	0.000192981868461839
hs14	34985135	35008916	EAPP	-	H. sapiens	5887	0.000192917742555365
hsX	140269934	140271310	LDOC1	-	H. sapiens	5888	0.000192881343089479
hs5	96496571	96518964	RIOK2	-	H. sapiens	5889	0.000192824448898343
hs10	135093135	135125841	TUBGCP2	-	H. sapiens	5890	0.000192782738159702
hs12	7055631	7070479	PTPN6	+	H. sapiens	5891	0.000192747430767026
hs14	23767999	23780968	BCL2L2	+	H. sapiens	5892	0.000192587924902732
hs9	108210077	108314714	FSD1L	+	H. sapiens	5893	0.000192302138627642
hsX	68835911	69259319	EDA	+	H. sapiens	5894	0.000192295705983336
hs7	99214569	99230030	ZSCAN25	+	H. sapiens	5895	0.000192160260535923
hs4	139949266	140098372	ELF2	-	H. sapiens	5896	0.000192120154397846
hs1	104096437	104122156	AMY2B	+	H. sapiens	5897	0.000191912715135412
hs14	77564440	77583630	CIPC	+	H. sapiens	5898	0.000191758718287804
hs2	169312372	169631644	CERS6	+	H. sapiens	5899	0.00019174210114381
hs9	106856541	106903698	SMC2	+	H. sapiens	5900	0.000191612901613847
hs11	114270752	114284925	RBM7	+	H. sapiens	5901	0.000191495171586897
hs15	65345679	65369028	RASL12	-	H. sapiens	5902	0.000191474320093588
hs16	30773066	30787628	RNF40	+	H. sapiens	5903	0.000191472741196907
hs21	45553487	45565605	C21orf33	+	H. sapiens	5904	0.000191407900743679
hs5	168088745	168728133	SLIT3	-	H. sapiens	5905	0.000191405539462952
hs5	134181370	134195427	C5orf24	+	H. sapiens	5906	0.000191362541010931
hs15	66018392	66184329	RAB11A	+	H. sapiens	5907	0.000191339161456416
hs11	65818200	65836779	SF3B2	+	H. sapiens	5908	0.00019131882095369
hs11	105946228	105969437	AASDHPPT	+	H. sapiens	5909	0.000191210065299652
hs2	72403113	73053170	EXOC6B	-	H. sapiens	5910	0.000191200608225528
hs8	22224762	22291642	SLC39A14	+	H. sapiens	5911	0.000191172625705671
hs9	99518147	99540411	ZNF510	-	H. sapiens	5912	0.000191077180820565
hsX	153686621	153701989	PLXNA3	+	H. sapiens	5913	0.000191045591233174
hs17	79506911	79520987	C17orf70	-	H. sapiens	5914	0.000191002366602633
hs20	39765600	39811629	PLCG1	+	H. sapiens	5915	0.000190800888487996
hs1	155867599	155881195	RIT1	-	H. sapiens	5916	0.000190767927866764
hs16	71671738	71758604	PHLPP2	-	H. sapiens	5917	0.000190660069160131
hs2	233562009	233725285	GIGYF2	+	H. sapiens	5918	0.000190627135633892
hs22	22051833	22090123	YPEL1	-	H. sapiens	5919	0.000190623003446744
hs1	1189289	1209265	UBE2J2	-	H. sapiens	5920	0.000190566209298026
hs14	92246095	92333880	TC2N	-	H. sapiens	5921	0.000190562830333363
hs3	3742498	4508965	SUMF1	-	H. sapiens	5922	0.000190512021859268
hs5	94982458	95020477	RFESD	+	H. sapiens	5923	0.000190511594808873
hs11	45950871	46142985	PHF21A	-	H. sapiens	5924	0.00019045558723596
hs22	29190543	29196585	XBP1	-	H. sapiens	5925	0.000190346734350366
hs12	6602522	6641121	NCAPD2	+	H. sapiens	5926	0.000190328286204466
hs19	53059075	53090427	ZNF701	+	H. sapiens	5927	0.000190300769135843
hs7	87563458	87832204	ADAM22	+	H. sapiens	5928	0.000190212386525279
hs10	71897737	71906432	TYSND1	-	H. sapiens	5929	0.000190135880112186
hs6	107473761	107780768	PDSS2	-	H. sapiens	5930	0.000190117941257895
hs4	6576902	6625089	MAN2B2	+	H. sapiens	5931	0.000189784795458059
hs2	231280657	231408805	SP100	+	H. sapiens	5932	0.000189770093766639
hs9	119449581	119463579	TRIM32	+	H. sapiens	5933	0.000189763340489812
hs15	41474923	41522941	EXD1	-	H. sapiens	5934	0.000189691651281798
hs4	99792835	99851788	EIF4E	-	H. sapiens	5935	0.0001895456821428
hs4	77079890	77135046	SCARB2	-	H. sapiens	5936	0.00018946120551655
hs1	33360195	33367039	TMEM54	-	H. sapiens	5937	0.000189431960520681
hs6	119498374	119670926	MAN1A1	-	H. sapiens	5938	0.000189416246249574
hs1	234527059	234614849	TARBP1	-	H. sapiens	5939	0.000189321561617883
hs14	23563974	23569665	C14orf119	+	H. sapiens	5940	0.00018929195274886
hs19	45594654	45651335	PPP1R37	+	H. sapiens	5941	0.000189291281132875
hs17	38296571	38328436	CASC3	+	H. sapiens	5942	0.000189243517061399
hs7	91570181	91739987	AKAP9	+	H. sapiens	5943	0.000189231239220877
hs12	110906169	110928190	FAM216A	+	H. sapiens	5944	0.000189198542255964
hs17	18148150	18162230	FLII	-	H. sapiens	5945	0.00018918037971638
hs8	25042238	25275598	DOCK5	+	H. sapiens	5946	0.000189169487341267
hs9	27325207	27529779	MOB3B	-	H. sapiens	5947	0.000189033966437102
hs10	88195013	88281572	WAPAL	-	H. sapiens	5948	0.000189006113647583
hs7	73095299	73097783	DNAJC30	-	H. sapiens	5949	0.00018895208856895
hs2	135809835	135933964	RAB3GAP1	+	H. sapiens	5950	0.000188924410487235
hs7	938415	1015235	COX19	-	H. sapiens	5951	0.00018878730550298
hs2	20191872	20212455	MATN3	-	H. sapiens	5952	0.000188637957104887
hs11	60897728	60929089	VPS37C	-	H. sapiens	5953	0.000188545780990479
hs10	112679301	112773425	SHOC2	+	H. sapiens	5954	0.00018839850626684
hs22	24108021	24110630	CHCHD10	-	H. sapiens	5955	0.000188381185996733
hs19	305575	344798	MIER2	-	H. sapiens	5956	0.00018835416548646
hsX	2746829	2800859	GYG2	+	H. sapiens	5957	0.000188313283589148
hsX	103411301	103440583	FAM199X	+	H. sapiens	5958	0.000188313165441545
hs6	34555065	34664636	C6orf106	-	H. sapiens	5959	0.000188237969732663
hs17	71330523	71640228	SDK2	-	H. sapiens	5960	0.000188223169344304
hs8	28924796	29120641	KIF13B	-	H. sapiens	5961	0.000188104933277367
hs10	88810243	88854623	GLUD1	-	H. sapiens	5962	0.000188081913924942
hs12	69004619	69054372	RAP1B	+	H. sapiens	5963	0.000188049685155178
hs3	52288437	52322036	WDR82	-	H. sapiens	5964	0.000188036075286058
hs3	133543083	133614680	RAB6B	-	H. sapiens	5965	0.000187959632295009
hs7	33053742	33102409	NT5C3A	-	H. sapiens	5966	0.000187957332585476
hs1	43148098	43168020	YBX1	+	H. sapiens	5967	0.000187932290450887
hsX	47077259	47089396	CDK16	+	H. sapiens	5968	0.000187890650650946
hs1	156030951	156040295	RAB25	+	H. sapiens	5969	0.000187722359989206
hs21	45209394	45225174	RRP1	+	H. sapiens	5970	0.00018764043790942
hs12	8234807	8250367	NECAP1	+	H. sapiens	5971	0.000187533741503376
hs11	3818954	3847601	PGAP2	+	H. sapiens	5972	0.000187481120263344
hs3	44481262	44519162	ZNF445	-	H. sapiens	5973	0.000187428897436059
hs17	9548015	9633008	USP43	+	H. sapiens	5974	0.000187399211718398
hs19	37379026	37407193	ZNF829	-	H. sapiens	5975	0.000187308604517766
hs10	17686124	17757913	STAM	+	H. sapiens	5976	0.000187229699507241
hs15	65673802	65715410	IGDCC4	-	H. sapiens	5977	0.00018719427087921
hs16	29952206	29984373	TMEM219	+	H. sapiens	5978	0.000186999901833462
hs20	416124	443197	TBC1D20	-	H. sapiens	5979	0.000186849837877978
hs17	61086917	61505060	TANC2	+	H. sapiens	5980	0.000186833019122368
hs17	74731947	74777531	MFSD11	+	H. sapiens	5981	0.000186803276184588
hs12	133345495	133405444	GOLGA3	-	H. sapiens	5982	0.000186793204696722
hs19	45542298	45574214	CLASRP	+	H. sapiens	5983	0.000186753341744561
hs17	43186335	43210721	PLCD3	-	H. sapiens	5984	0.000186645330618962
hs2	96808905	96811179	DUSP2	-	H. sapiens	5985	0.000186538090321209
hs11	67351066	67354131	GSTP1	+	H. sapiens	5986	0.00018649816892613
hs12	64580096	64616076	C12orf66	-	H. sapiens	5987	0.00018647973467556
hs7	134331560	134364565	BPGM	+	H. sapiens	5988	0.000186350415799508
